"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"921","Southern Connecticut State University (New Haven, CT)","New Haven","CT","Public, 4-year or above","Four or more years","No","No",6801,713,0.24,0.69,0.52,0.73,0.61,16.8,16.1,"SouthernConnecticutStateUniversity.html",44,3561,19220,0.0096264750243989,0.00239552834708544,0.00536775796291367,0.00266169816342827,0.000266169816342827,0.000133084908171413,0.000487977996628516,0.000443616360571378,"386205","13976","780769","39440",2.2,5,82.4,20.1,45,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",1,1
"922","Valdosta State University (Valdosta, GA)","Valdosta","GA","Public, 4-year or above","Four or more years","No","No",6797,780,0.36,0.57,0.4,0.7,0.3,22.4,16.3,"ValdostaStateUniversity.html",40,5283,12221,0.00325546610355902,0.000791870133298139,0.00747877348114909,0.00378337952575778,8.79855703664599e-05,0.00013197835554969,0.00017597114073292,0.00013197835554969,"476976","26479","629983","163830",3.6,20.5,91.4,39.7,49.8,"Temperate Conifer Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"923","Oakwood University (Huntsville, AL)","Huntsville","AL","Private not-for-profit, 4-year or above","Four or more years","Yes","No",1366,54,0.26,0.65,0.51,0.71,0.35,23.2,14.4,"OakwoodUniversity.html",49,12863,27330,0.000469483568075117,0,0.00610328638497653,0,0.000234741784037559,0,0,0.000469483568075117,"73767","13222","240552","8223",2.1,5.4,89.4,28,55.9,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.142857142857143,0.142857142857143
"924","Dakota Wesleyan University (Mitchell, SD)","Mitchell","SD","Private not-for-profit, 4-year or above","Four or more years","No","No",630,41,0.27,0.67,0.54,0.65,0.35,17,12.9,"DakotaWesleyanUniversity.html",70,37906,19377,0.0531544957774466,0,0.000993541977148535,0,0,0,0,0,"65971","3925","209984","7827",3.7,10.9,87.8,4.6,22.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0,0
"925","Auguste Escoffier School of Culinary Arts-Austin (Austin, TX)","Austin","TX","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",593,0,NA,NA,0.87,0.68,0.45,Inf,31.2,"AugusteEscoffierSchoolofCulinaryArts-Austin.html",94,NA,21482,0.00112422709387296,0,0,0,0,0,0,0,"175","0","0","6492",0,10.6,95.5,38.5,32.6,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"926","Russell Sage College (Troy, NY)","Troy","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",1231,429,0.18,0.85,0.71,0.72,0.53,19.9,10.3,"RussellSageCollege.html",80,17845,22296,0.00803212851405623,0,0.00803212851405623,0,0,0,0,0.000803212851405623,"170718","4298","240027","63104",1.9,35.5,84.4,12.9,36.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"927","Northland College (Ashland, WI)","Ashland","WI","Private not-for-profit, 4-year or above","Four or more years","No","No",577,0,0.17,0.67,0.54,0.73,NA,14.4,12.3,"NorthlandCollege.html",65,12682,20340,0.110918544194107,0,0.0340843443096476,0,0.000577700751010976,0,0.00288850375505488,0.00115540150202195,"67818","1177","0","2961",4.1,4.7,79.2,0,31.3,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"928","Concordia University-Nebraska (Seward, NE)","Seward","NE","Private not-for-profit, 4-year or above","Four or more years","No","No",1203,378,0.22,0.78,0.64,0.82,0.7,Inf,19.1,"ConcordiaUniversity-Nebraska.html",59,29738,22201,0.0177103099304238,0.00105418511490618,0.00168669618384988,0.00168669618384988,0.000210837022981235,0,0.00105418511490618,0.000421674045962471,"136151","4961","48278","15099",5.2,9.2,88.2,12,28.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","C-",0,0.333333333333333
"929","Instituto Tecnologico de Puerto Rico-Recinto de Manati (Manati, PR)","Manati","PR","Public, 2-year","At least 2 but less than 4 years","No","No",571,0,1,0.99,0.86,0.72,NA,12.4,12.1,"InstitutoTecnologicodePuertoRico-RecintodeManati.html",15,NA,2552,0,0,0,0,0,0,0,0,"360","3","0","543",0.1,0.9,88.9,64.6,65.3,"Tropical & Subtropical Moist Broadleaf Forests","No","No",NA,NA,NA,NA
"930","Yeshivath Viznitz (Monsey, NY)","Monsey","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",566,161,0.9,0.87,0.74,0.97,0.66,Inf,11.1,"YeshivathViznitz.html",100,0,8024,0,0,0,0,0,0,0,0,"94000","0","0","0",0,0,83.3,18.3,49.1,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"931","Virginia Commonwealth University (Richmond, VA)","Richmond","VA","Public, 4-year or above","Four or more years","No","No",19825,4957,0.3,0.87,0.67,0.83,0.39,21.2,9.1,"VirginiaCommonwealthUniversity.html",36,73849,20566,0.00590482339332311,0.00371237188281817,0.00365856939176284,0.00425039679337153,9.41543593468378e-05,0.000295913700804347,0.000363166814623517,0.000349716191859683,"1355129","97290","1327689","1223381",2,45.4,88.3,25.5,43.1,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B",0.636363636363636,0.636363636363636
"932","Ozark Christian College (Joplin, MO)","Joplin","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",559,0,0.56,0.67,0.54,0.83,0.36,Inf,28,"OzarkChristianCollege.html",54,8552,17007,0.00119260584376863,0,0.00178890876565295,0,0,0,0,0,"81623","20550","14825","39227",36.9,67.7,90.5,23,42.7,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.25,0.375
"933","Concorde Career College-Garden Grove (Garden Grove, CA)","Garden Grove","CA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",504,0,0.26,0.95,0.82,0.69,0.69,Inf,20.2,"ConcordeCareerCollege-GardenGrove.html",82,NA,20731,0,0,0,0.000661375661375661,0,0,0,0,"493","7","0","512",0.2,1,83.1,44.2,11.8,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"934","Tabor College (Hillsboro, KS)","Hillsboro","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",481,13,0.28,0.56,0.43,0.55,NA,16,13.4,"TaborCollege.html",49,17766,22940,0.0431848852901484,0,0.0229419703103914,0.00067476383265857,0,0,0,0.00067476383265857,"57424","3525","2e+05","33350",4,62.9,91.9,16.7,32.6,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"935","Bethel College-North Newton (North Newton, KS)","North Newton","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",444,0,0.29,0.57,0.44,0.67,0.52,15.9,10.8,"BethelCollege-NorthNewton.html",52,41218,22831,0.0465465465465465,0,0.00825825825825826,0,0.00225225225225225,0,0.00675675675675676,0.0015015015015015,"121653","171216","179011","5840",11,12,92.7,17.8,32,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"936","Toccoa Falls College (Toccoa Falls, GA)","Toccoa Falls","GA","Private not-for-profit, 4-year or above","Four or more years","No","No",911,0,0.31,0.6,0.46,0.64,0.31,33.7,19.8,"ToccoaFallsCollege.html",85,2651,22359,0.00402488108305891,0,0.00365898280278083,0,0.00146359312111233,0,0,0.000731796560556165,"53407","1503","719708","66169",4.8,69.1,88.3,29.7,58,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"937","Immaculata University (Immaculata, PA)","Immaculata","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",904,178,0.16,0.81,0.67,0.86,0.66,12.9,11.9,"ImmaculataUniversity.html",85,9926,28952,0.0163277880468269,0,0.00154035736290819,0,0,0,0.000308071472581639,0.000308071472581639,"115283","9908","10500","8115",6.7,7,83.8,20.5,45.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"938","Holy Family University (Philadelphia, PA)","Philadelphia","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1696,87,0.34,0.73,0.58,0.73,0.66,Inf,21.2,"HolyFamilyUniversity.html",93,8122,15234,0.0506636754533558,0,0.00149560665544962,0,0,0,0,0,"84836","2279","24101","3190",1.3,1.7,85.8,22.5,45,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"939","Barry University (Miami, FL)","Miami","FL","Private not-for-profit, 4-year or above","Four or more years","No","No",3015,2165,0.13,0.51,0.35,0.65,0.66,107.7,10,"BarryUniversity.html",86,6614,20825,0.0133848133848134,0,0.0141570141570142,0.000193050193050193,0.000257400257400257,6.43500643500643e-05,0.000128700128700129,0,"197248","2003","205072","482908",5.8,88.1,88.9,59.7,53.5,"Tropical & Subtropical Moist Broadleaf Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"940","Madonna University (Livonia, MI)","Livonia","MI","Private not-for-profit, 4-year or above","Four or more years","No","No",1645,138,0.28,0.75,0.6,0.76,0.42,Inf,18.3,"MadonnaUniversity.html",87,17811,17730,0.00205645915124322,0,0.000747803327724808,0,0,0,0.000373901663862404,0,"71682","4179","181931","4438",1.2,2.4,83.7,16.2,31,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C+",0.571428571428571,0.642857142857143
"941","Massachusetts Maritime Academy (Buzzards Bay, MA)","Buzzards Bay","MA","Public, 4-year or above","Four or more years","No","No",1616,97,0.57,0.91,0.76,0.87,0.39,18.4,18.4,"MassachusettsMaritimeAcademy.html",40,13022,17635,0.0163455925277291,0,0.000194590387234871,0,0,0,0,0,"29740","671","265738","164090",2.8,91.1,79.7,20.7,46.8,"Temperate Conifer Forests","No","Yes","Legal","A-",1,1
"942","Lesley University (Cambridge, MA)","Cambridge","MA","Private not-for-profit, 4-year or above","Four or more years","No","No",1599,631,0.14,0.75,0.6,0.81,0.65,Inf,10.7,"LesleyUniversity.html",77,51844,33717,0.00956651718983558,0,0.00582959641255605,0,0,0,0.00239162929745889,0.000149476831091181,"70278","4723","207611","32445",2.7,13.6,82.8,17.6,44,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",1,1
"943","University of Tennessee-Martin (Martin, TN)","Martin","TN","Public, 4-year or above","Four or more years","No","No",4754,150,0.2,0.64,0.47,0.75,0.26,22.6,16.7,"UniversityofTennessee-Martin.html",25,7292,11895,0.00469004893964111,0.00115551930396955,0.00475802066340402,0.00244698205546493,0.000135943447525829,0,0.000951604132680805,0.000271886895051659,"280270","14265","114346","44420",3.2,8.6,89.4,24.3,52.9,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.222222222222222,0.222222222222222
"944","Arizona State University Campus Immersion (Tempe, AZ)","Tempe","AZ","Public, 4-year or above","Four or more years","No","No",41182,6579,0.34,0.86,0.63,0.88,0.58,29.8,18.8,"ArizonaStateUniversityCampusImmersion.html",54,14330,14653,0.0169036103375837,0.00169594438977408,0.00395720357613953,0.0038176196757466,0,6.97919501964643e-06,0.000376876531060907,0.000265209410746565,"2413598","856470","1513901","2956017",1.2,59.2,106,38.3,8.6,"Deserts & Xeric Shrublands","No","No","Prohibited","F",0.555555555555556,0.555555555555556
"945","Niagara University (Niagara University, NY)","Niagara University","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2692,512,0.19,0.89,0.73,0.87,0.6,19.6,17.3,"NiagaraUniversity.html",75,27423,19172,0.0129005409904286,0,0.0121722846441948,0.000104036620890553,0.000208073241781107,0.000104036620890553,0.00145651269246775,0.00104036620890553,"121987","7424","559057","29496",4.7,8.8,80.4,16.7,34.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"946","Southern Illinois University-Carbondale (Carbondale, IL)","Carbondale","IL","Public, 4-year or above","Four or more years","No","No",7150,2227,0.29,0.66,0.48,0.75,0.32,13.5,7.6,"SouthernIllinoisUniversity-Carbondale.html",20,13459,15638,0.00394582489068999,0.0017773985994099,0.00412356475063098,0.00206178237531549,3.55479719881981e-05,0.000106643915964594,0.000319931747893783,0.000248835803917387,"2930544","160364","461016","128890",4.4,12.5,88.7,21,44.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"947","Georgia State University (Atlanta, GA)","Atlanta","GA","Public, 4-year or above","Four or more years","No","No",21958,5113,0.4,0.76,0.55,0.82,0.42,30.9,18.8,"GeorgiaStateUniversity.html",34,5338,17750,0.00312757809710268,0.00118207676110967,0.00369398987846773,0.00210557423072661,0.000332459089062096,8.61930971642471e-05,0.000233952692302956,0.000135446295543817,"1055722","74504","1329304","239717",2,8.5,88.3,31.3,51.5,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"948","Ambria College of Nursing (Hoffman Estates, IL)","Hoffman Estates","IL","Private for-profit, 4-year or above","Four or more years","No","No",22,0,NA,NA,0.89,NA,0.64,Inf,3.1,"AmbriaCollegeofNursing.html",80,NA,NA,0,0,0,0,0,0,0,0,NA,NA,"0","2162",NA,74.6,83.3,10.9,36.2,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"949","Concorde Career College-San Diego (San Diego, CA)","San Diego","CA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",710,0,0.58,0.91,0.77,0.77,0.64,Inf,30.9,"ConcordeCareerCollege-SanDiego.html",82,NA,24273,0,0.000469483568075117,0,0,0,0,0,0,"635","0","0","440",0,0.6,79.2,46.2,10.2,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"950","University of the Southwest (Hobbs, NM)","Hobbs","NM","Private not-for-profit, 4-year or above","Four or more years","No","No",278,8,0.7,0.45,0.32,0.63,0.38,Inf,10.3,"UniversityoftheSouthwest.html",86,13502,17369,0.0104895104895105,0,0.00116550116550117,0,0,0,0,0,"44231","303","0","83400",0,266.5,92.5,26.1,15.7,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","C",0.666666666666667,0.666666666666667
"951","University of Hartford (West Hartford, CT)","West Hartford","CT","Private not-for-profit, 4-year or above","Four or more years","No","No",4247,708,0.12,0.76,0.59,0.75,0.52,16.3,11.9,"UniversityofHartford.html",78,27039,28692,0.024083417423478,0,0.0191725529767911,0.000470904809956273,0.0012108980827447,0,0.00168180289270098,0.000201816347124117,"291684","31786","3668","91361",10.8,17.2,84.4,16.9,45.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"952","Goucher College (Baltimore, MD)","Baltimore","MD","Private not-for-profit, 4-year or above","Four or more years","No","No",1325,71,0.16,0.81,0.66,0.75,0.58,16.4,11.6,"GoucherCollege.html",61,105023,29659,0.0286532951289398,0,0.00358166189111748,0.00119388729703916,0,0,0.00334288443170965,0.00143266475644699,"207530","5453","619583","125820",4.5,83.3,87.3,22.6,45.2,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.875,0.875
"953","University of New England (Biddeford, ME)","Biddeford","ME","Private not-for-profit, 4-year or above","Four or more years","No","No",2425,2699,0.16,0.84,0.68,0.81,0.36,20.6,8.1,"UniversityofNewEngland.html",78,5144,36474,0.031615925058548,6.50533437418683e-05,0.00806661462399167,0.000130106687483737,0.000130106687483737,0,0.000715586781160552,0.000325266718709342,"61769","1702","1372826","471128",4.9,86.9,81.5,12.9,44.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","F",1,1
"954","Winston-Salem State University (Winston-Salem, NC)","Winston-Salem","NC","Public, 4-year or above","Four or more years","Yes","No",4067,276,0.3,0.68,0.51,0.78,0.3,20,15.4,"Winston-SalemStateUniversity.html",15,7168,11868,0.00752168240079822,0.000921022334791619,0.02417683628828,0.00161178908588533,0.000997774196024254,0,0.000614014889861079,0.000537263028628444,"211084","2955","798504","45135",4,9.8,88.7,27.9,44.6,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"955","Whitworth University (Spokane, WA)","Spokane","WA","Private not-for-profit, 4-year or above","Four or more years","No","No",2360,153,0.2,0.91,0.75,0.84,0.64,21.3,15.4,"WhitworthUniversity.html",66,55082,25785,0.00344873325374718,0,0.000928505106778087,0,0,0,0.000265287173365168,0,"158991","10303","483095","24356",5.3,9.1,84.6,21.4,18.9,"Temperate Conifer Forests","Yes","Yes","Legal","B",0.7,0.8
"956","East Texas Baptist University (Marshall, TX)","Marshall","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",1230,39,0.33,0.59,0.44,0.62,0.31,1230,16.8,"EastTexasBaptistUniversity.html",65,46546,23200,0.0457052797478329,0,0.00761754662463882,0,0.00026267402153927,0,0.00026267402153927,0,"96484","3922","478599","10041",1.4,7.5,93,34,48.1,"Temperate Conifer Forests","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"957","Erie Institute of Technology Inc (Erie, PA)","Erie","PA","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",225,0,NA,NA,0.87,0.81,0.62,Inf,Inf,"ErieInstituteofTechnologyInc.html",29,NA,17260,0,0,0,0,0,0,0,0,"1250","400","0","175",0.1,0.8,80.2,17.1,42,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"958","Northern Michigan University (Marquette, MI)","Marquette","MI","Public, 4-year or above","Four or more years","No","No",6191,183,0.32,0.66,0.48,0.75,0.34,28.8,20.4,"NorthernMichiganUniversity.html",43,2346,15681,0.0178328626712687,0.00240560610814768,0.00899487501307395,0.00622319841020814,0.00047066206463759,5.22957849597322e-05,0.000784436774395984,5.22957849597322e-05,"284035","100162","223308","13460",1.4,2,76.5,4.1,31.2,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C+",0.571428571428571,0.642857142857143
"959","Hartwick College (Oneonta, NY)","Oneonta","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",1169,0,0.1,0.8,0.65,0.74,0.26,13.9,11.6,"HartwickCollege.html",68,66200,24208,0.0399201596806387,0,0.0439121756487026,0.000570287995437696,0.000285143997718848,0.000285143997718848,0.00199600798403194,0.000855431993156544,"209301","11805","4566","2397",1.8,1.9,79.9,11.3,39.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"960","Central Baptist College (Conway, AR)","Conway","AR","Private not-for-profit, 4-year or above","Four or more years","No","No",546,0,0.5,0.4,0.26,0.62,0.39,Inf,19.5,"CentralBaptistCollege.html",71,5166,15547,0,0,0,0,0,0,0,0,"44322","780","458520","3351",3.2,5.8,92.8,27.7,49.4,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"961","Wilkes University (Wilkes-Barre, PA)","Wilkes-Barre","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",2110,450,0.19,0.79,0.63,0.78,0.4,12.5,10.8,"WilkesUniversity.html",86,12389,30281,0.0455729166666667,0.0015625,0.0182291666666667,0.000260416666666667,0.000260416666666667,0,0.001953125,0.00130208333333333,"173872","1348","338879","539380",3.7,195.7,83.5,16.7,38.7,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"962","University of Virginia's College at Wise (Wise, VA)","Wise","VA","Public, 4-year or above","Four or more years","No","No",1106,0,0.5,0.59,0.44,0.67,0.29,14.4,10.7,"UniversityofVirginia'sCollegeatWise.html",18,67791,9418,0.00964436407474382,0.0027124773960217,0.00693188667872212,0,0,0,0.00210970464135021,0,"102442","11265","159524","5614",2.8,4.6,81.3,21.9,46.9,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B",0.636363636363636,0.636363636363636
